Vuosi;Kuukausi;Kuukausi numero;Toimiala;Mustavalkosivu A4 (sivua);Värisivu A4 (sivua);Mustavalkosivu A3 (sivua);Värisivu A3 (sivua);Yhteensä (sivua)
2019;huhtikuu;4;Oulun Infra -liikelaitos;6255;6006;372;884;11643
2019;huhtikuu;4;Oulun kaupunginteatteri Oy;3033;1474;30;94;4631
2019;huhtikuu;4;Oulun Palvelusäätiö;1424;63;0;0;1487
2019;huhtikuu;4;Oulun Satama Oy;1030;647;0;0;1677
2019;huhtikuu;4;Oulun seudun ympäristötoimi -liikelaitos;3494;1100;0;0;4594
2019;huhtikuu;4;Oulun Tilapalvelut -liikelaitos;33824;9365;296;181;37105
2019;huhtikuu;4;Oulun Tuotantokeittiö Oy;3580;5746;0;13;9339
2019;huhtikuu;4;Oulun Vesi -liikelaitos;5143;5350;86;250;10737
2019;huhtikuu;4;Rakennusvalvonta;5615;6874;266;2829;15584
2019;huhtikuu;4;Sivistys- ja kulttuuripalvelut / kulttuuri;60550;30568;2870;1613;70995
2019;huhtikuu;4;Sivistys- ja kulttuuripalvelut / liikunta;8147;5038;318;192;12110
2019;huhtikuu;4;Sivistys- ja kulttuuripalvelut / nuoriso;32794;10641;479;439;19018
2019;huhtikuu;4;Sivistys- ja kulttuuripalvelut / opetus;1323162;311173;72437;17541;1711355
2019;huhtikuu;4;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;153961;54623;831;826;179547
2019;huhtikuu;4;Työterveys Virta Oy;17329;3529;51;0;20909
2019;huhtikuu;4;Yhdyskunta- ja ympäristöpalvelut;35985;27111;1270;1886;66252
2020;huhtikuu;4;Business Oulu -liikelaitos;4660;2394;2;0;7056
2020;huhtikuu;4;Hyvinvointipalvelut;338241;43524;743;247;382379
2020;huhtikuu;4;Kiertokaari Oy;2262;350;40;44;2696
2020;huhtikuu;4;Konsernihallinto;11801;3700;18;5;15524
2020;huhtikuu;4;Monetra Oulu Oy;9168;504;2;9;8771
2020;huhtikuu;4;Nallikari Seaside Oy;814;432;0;0;1246
2020;huhtikuu;4;Oulu-Koillismaan pelastuslaitos;13541;10118;17;11;23687
2020;huhtikuu;4;Oulun Digi -liikelaitos;344;70;0;8;422
2020;huhtikuu;4;Oulun Energia Oy;4098;6517;94;269;10978
2020;huhtikuu;4;Oulun Energia/Sähkönmyynti Oy;595;625;2;4;1226
2020;huhtikuu;4;Oulun Energia/Siirto ja Jakelu Oy;675;733;2;23;1433
2020;huhtikuu;4;Oulun Energia/Urakointi Oy;922;1083;76;183;2264
2020;huhtikuu;4;Oulun Infra -liikelaitos;4586;3897;175;530;7726
2020;huhtikuu;4;Oulun kaupunginteatteri Oy;1006;739;0;40;1785
2020;huhtikuu;4;Oulun Palvelusäätiö;1538;20;0;0;1558
2020;huhtikuu;4;Oulun Satama Oy;124;97;0;0;221
2020;huhtikuu;4;Oulun seudun ympäristötoimi -liikelaitos;2975;642;0;0;3617
2020;huhtikuu;4;Oulun Tilapalvelut -liikelaitos;16253;4505;218;178;17226
2020;huhtikuu;4;Oulun Tuotantokeittiö Oy;12176;2026;29;20;14251
2020;huhtikuu;4;Oulun Vesi -liikelaitos;2631;2819;38;107;5555
2020;huhtikuu;4;Rakennusvalvonta;4116;1308;80;210;5714
2020;huhtikuu;4;Sivistys- ja kulttuuripalvelut / kulttuuri;7628;5023;636;112;8538
2020;huhtikuu;4;Sivistys- ja kulttuuripalvelut / liikunta;557;446;15;50;1040
2020;huhtikuu;4;Sivistys- ja kulttuuripalvelut / nuoriso;7106;4024;777;63;7188
2020;huhtikuu;4;Sivistys- ja kulttuuripalvelut / opetus;199560;81337;3678;3210;284066
2020;huhtikuu;4;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;91780;56346;923;588;142276
2020;huhtikuu;4;Työterveys Virta Oy;11442;1610;23;6;13081
2020;huhtikuu;4;Yhdyskunta- ja ympäristöpalvelut;9897;5446;279;522;16144
2021;huhtikuu;4;Business Oulu -liikelaitos;9494;2589;10;15;12108
2021;huhtikuu;4;Hyvinvointipalvelut;371270;61820;589;328;432925
2021;huhtikuu;4;Kiertokaari Oy;1656;473;18;17;2164
2021;huhtikuu;4;Konsernihallinto;9775;3002;14;8;10987
2021;huhtikuu;4;Monetra Oulu Oy;4250;134;8;0;4392
2021;huhtikuu;4;Nallikari Seaside Oy;1364;511;0;0;1875
2021;huhtikuu;4;Oulu-Koillismaan pelastuslaitos;12072;7413;47;31;19563
2021;huhtikuu;4;Oulun Digi -liikelaitos;5628;1436;1;3;4350
2021;huhtikuu;4;Oulun Energia Oy;5667;4737;559;447;11410
2021;huhtikuu;4;Oulun Infra -liikelaitos;4833;5369;96;683;9789
2021;huhtikuu;4;Oulun kaupunginteatteri Oy;1484;1564;3;27;3078
2021;huhtikuu;4;Oulun Palvelusäätiö;1005;41;0;0;1046
2021;huhtikuu;4;Oulun Satama Oy;84;28;0;0;112
2021;huhtikuu;4;Oulun seudun ympäristötoimi -liikelaitos;4515;831;0;0;5346
2021;huhtikuu;4;Oulun Tilapalvelut -liikelaitos;8080;4760;93;103;6607
2021;huhtikuu;4;Oulun Tuotantokeittiö Oy;26534;5757;14;16;32321
2021;huhtikuu;4;Oulun Vesi -liikelaitos;3779;5373;127;191;9305
2021;huhtikuu;4;Rakennusvalvonta;2383;584;288;191;3446
2021;huhtikuu;4;Sivistys- ja kulttuuripalvelut / kulttuuri;32989;13734;2062;546;35309
2021;huhtikuu;4;Sivistys- ja kulttuuripalvelut / liikunta;2664;1593;80;146;3262
2021;huhtikuu;4;Sivistys- ja kulttuuripalvelut / nuoriso;21680;7897;449;371;15854
2021;huhtikuu;4;Sivistys- ja kulttuuripalvelut / opetus;1209350;379600;75748;32188;1688829
2021;huhtikuu;4;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;125958;70640;881;875;178318
2021;huhtikuu;4;Työterveys Virta Oy;1431;29;0;0;1460
2021;huhtikuu;4;Yhdyskunta- ja ympäristöpalvelut;14196;7617;515;701;23029
2022;huhtikuu;4;Business Oulu -liikelaitos;9203;7668;92;56;17019
2022;huhtikuu;4;Hyvinvointipalvelut;333182;73398;900;323;406741
2022;huhtikuu;4;Kiertokaari Oy;2031;978;64;29;3102
2022;huhtikuu;4;Konsernihallinto;7637;2193;0;0;8259
2022;huhtikuu;4;Monetra Oulu Oy;6410;732;3;0;5929
2022;huhtikuu;4;Nallikari Seaside Oy;1627;1436;0;0;3063
2022;huhtikuu;4;Oulu-Koillismaan pelastuslaitos;7368;9839;67;629;17903
2022;huhtikuu;4;Oulun Digi -liikelaitos;6544;2897;2;8;3167
2022;huhtikuu;4;Oulun Energia Oy;8268;6899;159;295;15621
2022;huhtikuu;4;Oulun Infra -liikelaitos;3125;4037;73;703;7366
2022;huhtikuu;4;Oulun kaupunginteatteri Oy;2286;1008;6;46;3346
2022;huhtikuu;4;Oulun kulttuurisäätiö sr;448;101;0;0;549
2022;huhtikuu;4;Oulun Palvelusäätiö;748;11;0;0;759
2022;huhtikuu;4;Oulun Satama Oy;411;176;0;0;587
2022;huhtikuu;4;Oulun seudun ympäristötoimi -liikelaitos;5080;996;0;0;6076
2022;huhtikuu;4;Oulun Tilapalvelut -liikelaitos;3965;2032;87;163;3618
2022;huhtikuu;4;Oulun Tuotantokeittiö Oy;25210;1848;2;37;27097
2022;huhtikuu;4;Oulun Vesi -liikelaitos;2089;2965;36;127;4835
2022;huhtikuu;4;Rakennusvalvonta;3066;1132;161;70;4429
2022;huhtikuu;4;Sivistys- ja kulttuuripalvelut / kulttuuri;43976;17942;687;1497;41690
2022;huhtikuu;4;Sivistys- ja kulttuuripalvelut / liikunta;4326;3327;84;245;6626
2022;huhtikuu;4;Sivistys- ja kulttuuripalvelut / nuoriso;25554;8010;427;506;11965
2022;huhtikuu;4;Sivistys- ja kulttuuripalvelut / opetus;900022;321354;47733;25747;1283932
2022;huhtikuu;4;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;125700;61753;1114;1235;156604
2022;huhtikuu;4;Yhdyskunta- ja ympäristöpalvelut;14528;10850;374;381;26133
2019;toukokuu;5;Business Oulu -liikelaitos;19434;7501;107;152;27194
2019;toukokuu;5;Haukiputaan Kehitys Oy;411;135;6;6;558
2019;toukokuu;5;Hyvinvointipalvelut;357736;52355;769;913;410622
2019;toukokuu;5;Kiertokaari Oy;3563;981;28;55;4627
2019;toukokuu;5;Konsernihallinto;27163;9713;69;84;37029
2019;toukokuu;5;Monetra Oulu Oy;60161;8084;63;16;66596
2019;toukokuu;5;Nallikari Seaside Oy;2000;1103;0;0;3103
2019;toukokuu;5;Oulu-Koillismaan pelastuslaitos;18327;13147;52;18;31544
2019;toukokuu;5;Oulun Digi -liikelaitos;2263;480;18;6;2767
2019;toukokuu;5;Oulun Energia Oy;10022;10036;300;546;20904
2019;toukokuu;5;Oulun Energia/Sähkönmyynti Oy;3250;3687;153;311;7401
2019;toukokuu;5;Oulun Energia/Siirto ja Jakelu Oy;1543;1059;22;124;2748
2019;toukokuu;5;Oulun Energia/Urakointi Oy;1031;1354;14;442;2841
2019;toukokuu;5;Oulun Infra -liikelaitos;8980;8823;192;1064;16067
2019;toukokuu;5;Oulun kaupunginteatteri Oy;2075;2100;9;138;4322
2019;toukokuu;5;Oulun Palvelusäätiö;1213;55;0;0;1268
2019;toukokuu;5;Oulun Satama Oy;1027;788;0;0;1815
2019;toukokuu;5;Oulun seudun ympäristötoimi -liikelaitos;3606;1154;0;0;4760
2019;toukokuu;5;Oulun Tilapalvelut -liikelaitos;26923;6715;85;187;24830
2019;toukokuu;5;Oulun Tuotantokeittiö Oy;3673;5051;4;25;8753
2019;toukokuu;5;Oulun Vesi -liikelaitos;6601;7603;80;264;14433
2019;toukokuu;5;Rakennusvalvonta;6662;2539;418;210;9829
2019;toukokuu;5;Sivistys- ja kulttuuripalvelut / kulttuuri;52785;32574;1402;1282;71728
2019;toukokuu;5;Sivistys- ja kulttuuripalvelut / liikunta;12958;4220;102;271;15153
2019;toukokuu;5;Sivistys- ja kulttuuripalvelut / nuoriso;25805;8245;227;288;16717
2019;toukokuu;5;Sivistys- ja kulttuuripalvelut / opetus;1077554;327576;42559;13846;1451979
2019;toukokuu;5;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;142388;59177;828;826;182195
2019;toukokuu;5;Työterveys Virta Oy;19321;4079;29;5;23434
2019;toukokuu;5;Yhdyskunta- ja ympäristöpalvelut;32180;20381;1105;1799;55465
2020;toukokuu;5;Business Oulu -liikelaitos;5756;1849;31;61;7697
2020;toukokuu;5;Hyvinvointipalvelut;323617;40341;1515;222;365185
2020;toukokuu;5;Kiertokaari Oy;3341;755;13;22;4131
2020;toukokuu;5;Konsernihallinto;14823;4968;44;67;19902
2020;toukokuu;5;Monetra Oulu Oy;9239;355;2;9;9119
2020;toukokuu;5;Nallikari Seaside Oy;1507;699;0;0;2206
2020;toukokuu;5;Oulu-Koillismaan pelastuslaitos;14959;10177;24;37;25197
2020;toukokuu;5;Oulun Digi -liikelaitos;2148;1565;25;25;3763
2020;toukokuu;5;Oulun Energia Oy;6065;5317;229;473;12084
2020;toukokuu;5;Oulun Energia/Sähkönmyynti Oy;373;939;9;11;1332
2020;toukokuu;5;Oulun Energia/Siirto ja Jakelu Oy;698;815;23;61;1597
2020;toukokuu;5;Oulun Energia/Urakointi Oy;1904;4165;34;382;6485
2020;toukokuu;5;Oulun Infra -liikelaitos;3930;4218;133;831;8340
2020;toukokuu;5;Oulun kaupunginteatteri Oy;1112;892;7;26;2037
2020;toukokuu;5;Oulun Palvelusäätiö;1466;62;0;0;1528
2020;toukokuu;5;Oulun Satama Oy;373;166;0;0;539
2020;toukokuu;5;Oulun seudun ympäristötoimi -liikelaitos;4261;806;0;0;5067
2020;toukokuu;5;Oulun Tilapalvelut -liikelaitos;15937;5220;186;188;17628
2020;toukokuu;5;Oulun Tuotantokeittiö Oy;6903;4968;42;37;11950
2020;toukokuu;5;Oulun Vesi -liikelaitos;2398;2972;90;176;5362
2020;toukokuu;5;Rakennusvalvonta;3374;596;98;44;4112
2020;toukokuu;5;Sivistys- ja kulttuuripalvelut / kulttuuri;9631;10104;1047;476;13509
2020;toukokuu;5;Sivistys- ja kulttuuripalvelut / liikunta;816;1188;2;136;1586
2020;toukokuu;5;Sivistys- ja kulttuuripalvelut / nuoriso;9502;5292;69;181;7021
2020;toukokuu;5;Sivistys- ja kulttuuripalvelut / opetus;531887;188160;13283;13315;742024
2020;toukokuu;5;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;99397;52595;460;707;142204
2020;toukokuu;5;Työterveys Virta Oy;11725;1898;0;2;13625
2020;toukokuu;5;Yhdyskunta- ja ympäristöpalvelut;12805;6906;392;1048;21151
2021;toukokuu;5;Business Oulu -liikelaitos;10216;4363;19;68;14666
2021;toukokuu;5;Hyvinvointipalvelut;395478;61900;843;372;457684
2021;toukokuu;5;Kiertokaari Oy;2806;703;5;33;3547
2021;toukokuu;5;Konsernihallinto;9058;4266;0;17;11472
2021;toukokuu;5;Monetra Oulu Oy;5729;776;3;2;5520
2021;toukokuu;5;Nallikari Seaside Oy;1760;1110;0;0;2870
2021;toukokuu;5;Oulu-Koillismaan pelastuslaitos;14421;10182;122;35;24760
2021;toukokuu;5;Oulun Digi -liikelaitos;8031;4079;6;4;4642
2021;toukokuu;5;Oulun Energia Oy;6390;6860;109;581;13940
2021;toukokuu;5;Oulun Infra -liikelaitos;5354;6199;145;793;11128
2021;toukokuu;5;Oulun kaupunginteatteri Oy;874;712;4;27;1617
2021;toukokuu;5;Oulun Palvelusäätiö;657;167;0;0;824
2021;toukokuu;5;Oulun Satama Oy;50;138;0;0;188
2021;toukokuu;5;Oulun seudun ympäristötoimi -liikelaitos;4894;859;0;0;5753
2021;toukokuu;5;Oulun Tilapalvelut -liikelaitos;8739;3904;74;67;7256
2021;toukokuu;5;Oulun Tuotantokeittiö Oy;26857;6573;0;16;33446
2021;toukokuu;5;Oulun Vesi -liikelaitos;3754;4106;63;238;7821
2021;toukokuu;5;Rakennusvalvonta;4362;1235;302;134;6033
2021;toukokuu;5;Sivistys- ja kulttuuripalvelut / kulttuuri;36612;20340;1638;1045;46246
2021;toukokuu;5;Sivistys- ja kulttuuripalvelut / liikunta;2730;1699;46;127;3970
2021;toukokuu;5;Sivistys- ja kulttuuripalvelut / nuoriso;19121;7376;293;265;13657
2021;toukokuu;5;Sivistys- ja kulttuuripalvelut / opetus;956968;342153;45388;19590;1356378
2021;toukokuu;5;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;123390;76248;742;773;183351
2021;toukokuu;5;Työterveys Virta Oy;140;0;0;0;140
2021;toukokuu;5;Yhdyskunta- ja ympäristöpalvelut;19196;11936;460;1096;32688
2022;toukokuu;5;Business Oulu -liikelaitos;15530;7178;23;36;22767
2022;toukokuu;5;Hyvinvointipalvelut;394919;77157;664;268;472186
2022;toukokuu;5;Kiertokaari Oy;2151;1463;6;49;3669
2022;toukokuu;5;Konsernihallinto;12415;3247;0;0;13301
2022;toukokuu;5;Monetra Oulu Oy;7118;1744;0;0;7581
2022;toukokuu;5;Nallikari Seaside Oy;1866;2281;0;0;4147
2022;toukokuu;5;Oulu-Koillismaan pelastuslaitos;7879;9813;109;47;17848
2022;toukokuu;5;Oulun Digi -liikelaitos;10475;4938;13;0;5982
2022;toukokuu;5;Oulun Energia Oy;5957;4857;171;485;11470
2022;toukokuu;5;Oulun Infra -liikelaitos;4830;4761;112;568;9376
2022;toukokuu;5;Oulun kaupunginteatteri Oy;3976;2200;58;177;6411
2022;toukokuu;5;Oulun kulttuurisäätiö sr;394;248;0;0;642
2022;toukokuu;5;Oulun Palvelusäätiö;1133;39;0;0;1172
2022;toukokuu;5;Oulun Satama Oy;378;68;0;0;446
2022;toukokuu;5;Oulun seudun ympäristötoimi -liikelaitos;4313;801;0;0;5114
2022;toukokuu;5;Oulun Tilapalvelut -liikelaitos;4182;1627;167;56;4020
2022;toukokuu;5;Oulun Tuotantokeittiö Oy;24984;1560;20;115;26679
2022;toukokuu;5;Oulun Vesi -liikelaitos;2579;4226;75;488;6947
2022;toukokuu;5;Rakennusvalvonta;5049;877;366;191;6483
2022;toukokuu;5;Sivistys- ja kulttuuripalvelut / kulttuuri;40883;22689;557;1058;47618
2022;toukokuu;5;Sivistys- ja kulttuuripalvelut / liikunta;3319;2566;34;72;5480
2022;toukokuu;5;Sivistys- ja kulttuuripalvelut / nuoriso;20370;9697;114;412;13199
2022;toukokuu;5;Sivistys- ja kulttuuripalvelut / opetus;710523;282762;27390;20196;1032385
2022;toukokuu;5;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;110637;72105;1179;1053;160891
2022;toukokuu;5;Yhdyskunta- ja ympäristöpalvelut;18700;13495;280;478;32953
2019;kesäkuu;6;Business Oulu -liikelaitos;16788;8700;108;150;25746
2019;kesäkuu;6;Haukiputaan Kehitys Oy;193;201;1;0;395
2019;kesäkuu;6;Hyvinvointipalvelut;318776;37085;1767;296;357811
2019;kesäkuu;6;Kiertokaari Oy;2907;1555;17;106;4585
2019;kesäkuu;6;Konsernihallinto;29401;7359;24;144;36928
2019;kesäkuu;6;Monetra Oulu Oy;53169;8300;68;7;58977
2019;kesäkuu;6;Nallikari Seaside Oy;3452;2629;0;0;6081
2019;kesäkuu;6;Oulu-Koillismaan pelastuslaitos;11680;11445;16;79;23220
2019;kesäkuu;6;Oulun Digi -liikelaitos;1657;1002;3;1;2663
2019;kesäkuu;6;Oulun Energia Oy;8449;8394;118;495;17456
2019;kesäkuu;6;Oulun Energia/Sähkönmyynti Oy;2200;2888;43;62;5193
2019;kesäkuu;6;Oulun Energia/Siirto ja Jakelu Oy;902;615;34;156;1707
2019;kesäkuu;6;Oulun Energia/Urakointi Oy;744;2417;50;370;3581
2019;kesäkuu;6;Oulun Infra -liikelaitos;6130;5273;202;578;10126
2019;kesäkuu;6;Oulun kaupunginteatteri Oy;644;314;24;13;995
2019;kesäkuu;6;Oulun Palvelusäätiö;1141;25;0;0;1166
2019;kesäkuu;6;Oulun Satama Oy;776;359;0;0;1135
2019;kesäkuu;6;Oulun seudun ympäristötoimi -liikelaitos;3345;1130;0;0;4475
2019;kesäkuu;6;Oulun Tilapalvelut -liikelaitos;15345;3186;57;29;13677
2019;kesäkuu;6;Oulun Tuotantokeittiö Oy;3540;3247;3;5;6795
2019;kesäkuu;6;Oulun Vesi -liikelaitos;3944;5007;53;275;9123
2019;kesäkuu;6;Rakennusvalvonta;5667;2165;310;463;8605
2019;kesäkuu;6;Sivistys- ja kulttuuripalvelut / kulttuuri;31160;21941;487;492;50789
2019;kesäkuu;6;Sivistys- ja kulttuuripalvelut / liikunta;6226;2401;51;75;8527
2019;kesäkuu;6;Sivistys- ja kulttuuripalvelut / nuoriso;8287;3772;13;21;8693
2019;kesäkuu;6;Sivistys- ja kulttuuripalvelut / opetus;129115;56219;3382;1755;186357
2019;kesäkuu;6;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;97060;40646;346;332;134453
2019;kesäkuu;6;Työterveys Virta Oy;15244;2741;5;3;17993
2019;kesäkuu;6;Yhdyskunta- ja ympäristöpalvelut;31343;17259;700;1666;50968
2020;kesäkuu;6;Business Oulu -liikelaitos;6300;3203;4;58;9565
2020;kesäkuu;6;Hyvinvointipalvelut;364358;45340;1636;386;411377
2020;kesäkuu;6;Kiertokaari Oy;2896;728;14;26;3664
2020;kesäkuu;6;Konsernihallinto;15454;6322;24;73;21873
2020;kesäkuu;6;Monetra Oulu Oy;8337;531;3;1;8129
2020;kesäkuu;6;Nallikari Seaside Oy;3587;2795;0;0;6382
2020;kesäkuu;6;Oulu-Koillismaan pelastuslaitos;17211;14047;61;322;31641
2020;kesäkuu;6;Oulun Digi -liikelaitos;939;26;0;0;965
2020;kesäkuu;6;Oulun Energia Oy;5291;6817;421;520;13049
2020;kesäkuu;6;Oulun Energia/Sähkönmyynti Oy;292;628;7;24;951
2020;kesäkuu;6;Oulun Energia/Siirto ja Jakelu Oy;615;911;21;99;1646
2020;kesäkuu;6;Oulun Energia/Urakointi Oy;877;1275;17;316;2485
2020;kesäkuu;6;Oulun Infra -liikelaitos;5606;6046;127;784;11251
2020;kesäkuu;6;Oulun kaupunginteatteri Oy;329;276;13;28;646
2020;kesäkuu;6;Oulun Palvelusäätiö;1676;102;0;0;1778
2020;kesäkuu;6;Oulun Satama Oy;283;81;0;0;364
2020;kesäkuu;6;Oulun seudun ympäristötoimi -liikelaitos;4138;890;0;0;5028
2020;kesäkuu;6;Oulun Tilapalvelut -liikelaitos;7844;1877;94;108;5741
2020;kesäkuu;6;Oulun Tuotantokeittiö Oy;14111;11864;10;64;26049
2020;kesäkuu;6;Oulun Vesi -liikelaitos;2687;4183;118;199;7096
2020;kesäkuu;6;Rakennusvalvonta;4014;580;101;117;4812
2020;kesäkuu;6;Sivistys- ja kulttuuripalvelut / kulttuuri;16090;11352;879;500;26704
2020;kesäkuu;6;Sivistys- ja kulttuuripalvelut / liikunta;2358;1935;14;155;4056
2020;kesäkuu;6;Sivistys- ja kulttuuripalvelut / nuoriso;5469;2368;28;93;5569
2020;kesäkuu;6;Sivistys- ja kulttuuripalvelut / opetus;119589;56994;4685;15148;195068
2020;kesäkuu;6;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;67350;29444;180;257;95365
2020;kesäkuu;6;Työterveys Virta Oy;9137;1446;0;0;10583
2020;kesäkuu;6;Yhdyskunta- ja ympäristöpalvelut;16869;8203;362;1219;26653
2021;kesäkuu;6;Business Oulu -liikelaitos;8827;3880;25;48;12780
2021;kesäkuu;6;Hyvinvointipalvelut;385953;72898;447;1197;459997
2021;kesäkuu;6;Kiertokaari Oy;2220;521;37;51;2829
2021;kesäkuu;6;Konsernihallinto;3189;1416;0;44;4640
2021;kesäkuu;6;Monetra Oulu Oy;11097;704;4;0;10359
2021;kesäkuu;6;Nallikari Seaside Oy;4275;1914;0;0;6189
2021;kesäkuu;6;Oulu-Koillismaan pelastuslaitos;12521;8746;75;84;21426
2021;kesäkuu;6;Oulun Digi -liikelaitos;867;427;2;6;1268
2021;kesäkuu;6;Oulun Energia Oy;6362;5025;170;528;12085
2021;kesäkuu;6;Oulun Infra -liikelaitos;4328;4288;52;652;8462
2021;kesäkuu;6;Oulun kaupunginteatteri Oy;105;117;5;7;234
2021;kesäkuu;6;Oulun Palvelusäätiö;824;111;0;0;935
2021;kesäkuu;6;Oulun Satama Oy;260;76;0;0;336
2021;kesäkuu;6;Oulun seudun ympäristötoimi -liikelaitos;5126;905;0;0;6031
2021;kesäkuu;6;Oulun Tilapalvelut -liikelaitos;7252;3361;102;29;5128
2021;kesäkuu;6;Oulun Tuotantokeittiö Oy;23033;6841;12;36;29922
2021;kesäkuu;6;Oulun Vesi -liikelaitos;4505;5121;61;200;9655
2021;kesäkuu;6;Rakennusvalvonta;4134;844;297;159;5434
2021;kesäkuu;6;Sivistys- ja kulttuuripalvelut / kulttuuri;24018;14957;1805;690;35671
2021;kesäkuu;6;Sivistys- ja kulttuuripalvelut / liikunta;4562;2436;45;136;5354
2021;kesäkuu;6;Sivistys- ja kulttuuripalvelut / nuoriso;9032;5823;148;144;8568
2021;kesäkuu;6;Sivistys- ja kulttuuripalvelut / opetus;191564;109419;12487;8088;317242
2021;kesäkuu;6;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;94940;49447;346;570;139231
2021;kesäkuu;6;Yhdyskunta- ja ympäristöpalvelut;17445;9787;419;528;28179
2022;kesäkuu;6;Business Oulu -liikelaitos;9773;9070;54;44;18941
2022;kesäkuu;6;Hyvinvointipalvelut;347204;58622;1044;249;406822
2022;kesäkuu;6;Kiertokaari Oy;2509;1407;6;24;3946
2022;kesäkuu;6;Konsernihallinto;7636;2791;0;0;8670
2022;kesäkuu;6;Monetra Oulu Oy;8933;1016;11;5;9088
2022;kesäkuu;6;Nallikari Seaside Oy;3641;4926;0;0;8567
2022;kesäkuu;6;Oulu-Koillismaan pelastuslaitos;8899;9382;86;421;18788
2022;kesäkuu;6;Oulun Digi -liikelaitos;7226;3421;12;1;3633
2022;kesäkuu;6;Oulun Infra -liikelaitos;4275;4735;74;572;8627
2022;kesäkuu;6;Oulun kaupunginteatteri Oy;990;636;22;32;1680
2022;kesäkuu;6;Oulun kulttuurisäätiö sr;432;169;0;0;601
2022;kesäkuu;6;Oulun Palvelusäätiö;543;29;0;0;572
2022;kesäkuu;6;Oulun Satama Oy;423;86;0;0;509
2022;kesäkuu;6;Oulun seudun ympäristötoimi -liikelaitos;2902;0;0;0;2902
2022;kesäkuu;6;Oulun Tilapalvelut -liikelaitos;3443;1752;135;289;3166
2022;kesäkuu;6;Oulun Tuotantokeittiö Oy;25601;1830;9;25;27465
2022;kesäkuu;6;Oulun Vesi -liikelaitos;2555;3388;44;137;5977
2022;kesäkuu;6;Rakennusvalvonta;5780;580;234;142;6736
2022;kesäkuu;6;Sivistys- ja kulttuuripalvelut / kulttuuri;30063;19327;478;1061;44951
2022;kesäkuu;6;Sivistys- ja kulttuuripalvelut / liikunta;3121;2657;109;316;5489
2022;kesäkuu;6;Sivistys- ja kulttuuripalvelut / nuoriso;9030;5348;140;290;8547
2022;kesäkuu;6;Sivistys- ja kulttuuripalvelut / opetus;165787;98486;10332;4314;275405
2022;kesäkuu;6;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;96849;56625;346;694;146938
2022;kesäkuu;6;Yhdyskunta- ja ympäristöpalvelut;16612;11870;271;700;29453
2019;heinäkuu;7;Business Oulu -liikelaitos;8567;3737;49;35;12388
2019;heinäkuu;7;Haukiputaan Kehitys Oy;318;29;1;0;348
2019;heinäkuu;7;Hyvinvointipalvelut;231420;25545;367;230;257545
2019;heinäkuu;7;Kiertokaari Oy;2426;391;15;25;2857
2019;heinäkuu;7;Konsernihallinto;8930;644;12;0;9586
2019;heinäkuu;7;Monetra Oulu Oy;50420;4477;42;15;53653
2019;heinäkuu;7;Nallikari Seaside Oy;5068;3213;0;0;8281
2019;heinäkuu;7;Oulu-Koillismaan pelastuslaitos;12319;10289;35;27;22670
2019;heinäkuu;7;Oulun Digi -liikelaitos;774;670;4;1;1449
2019;heinäkuu;7;Oulun Energia Oy;8480;5892;157;480;15009
2019;heinäkuu;7;Oulun Energia/Sähkönmyynti Oy;1716;2763;19;120;4618
2019;heinäkuu;7;Oulun Energia/Siirto ja Jakelu Oy;714;583;2;85;1384
2019;heinäkuu;7;Oulun Energia/Urakointi Oy;442;995;4;243;1684
2019;heinäkuu;7;Oulun Infra -liikelaitos;5358;4635;92;520;10193
2019;heinäkuu;7;Oulun kaupunginteatteri Oy;105;56;0;0;161
2019;heinäkuu;7;Oulun Palvelusäätiö;947;42;0;0;989
2019;heinäkuu;7;Oulun Satama Oy;409;115;0;0;524
2019;heinäkuu;7;Oulun seudun ympäristötoimi -liikelaitos;3437;1294;0;0;4731
2019;heinäkuu;7;Oulun Tilapalvelut -liikelaitos;8578;1480;29;11;9277
2019;heinäkuu;7;Oulun Tuotantokeittiö Oy;3230;3186;12;8;6436
2019;heinäkuu;7;Oulun Vesi -liikelaitos;3326;5927;67;219;9340
2019;heinäkuu;7;Rakennusvalvonta;2863;1237;145;188;4433
2019;heinäkuu;7;Sivistys- ja kulttuuripalvelut / kulttuuri;29137;15367;299;521;44546
2019;heinäkuu;7;Sivistys- ja kulttuuripalvelut / liikunta;2093;784;5;22;2901
2019;heinäkuu;7;Sivistys- ja kulttuuripalvelut / nuoriso;2057;916;20;43;2272
2019;heinäkuu;7;Sivistys- ja kulttuuripalvelut / opetus;44787;15631;414;285;59598
2019;heinäkuu;7;Sivistys- ja kulttuuripalvelut / varhaiskasvatus;21072;6567;58;68;27082
